order,pet_id,name,status,note
609,3632,地底银鳞,RocoData??,source=PETBASE_CONF
610,3633,荆伞兽,RocoData??,source=PETBASE_CONF
611,3634,荆棘魔伞,RocoData??,source=PETBASE_CONF
612,3635,蝶兰花,RocoData??,source=PETBASE_CONF
613,3636,蝶兰花仙,RocoData??,source=PETBASE_CONF
614,3637,桃花苞,RocoData??,source=PETBASE_CONF
615,3638,桃胖子,RocoData??,source=PETBASE_CONF
616,3639,桃花仙,RocoData??,source=PETBASE_CONF
617,3640,菌宝,RocoData??,source=PETBASE_CONF
618,3641,竹笙仔,RocoData??,source=PETBASE_CONF
619,3642,鬼笔伯爵,RocoData??,source=PETBASE_CONF
620,3643,芝芝酥,RocoData??,source=PETBASE_CONF
621,3644,药尾灵螈,RocoData??,source=PETBASE_CONF
622,3645,三坛枞,RocoData??,source=PETBASE_CONF
623,3646,六月星菌,RocoData??,source=PETBASE_CONF
624,3647,小红侍,RocoData??,source=PETBASE_CONF
625,3648,红膏女爵,RocoData??,source=PETBASE_CONF
626,3649,鹿鸣笙,RocoData??,source=PETBASE_CONF
627,3650,笙韵鹿灵,RocoData??,source=PETBASE_CONF
628,3651,笔童,RocoData??,source=PETBASE_CONF
629,3652,笔仙,RocoData??,source=PETBASE_CONF
630,3653,笔圣,RocoData??,source=PETBASE_CONF
631,3654,好鳄椰,RocoData??,source=PETBASE_CONF
632,3655,超级鳄椰,RocoData??,source=PETBASE_CONF
633,3656,海豚宝,RocoData??,source=PETBASE_CONF
634,3657,泡泡豚,RocoData??,source=PETBASE_CONF
635,3658,海豚勇士,RocoData??,source=PETBASE_CONF
636,3659,加油海葵,RocoData??,source=PETBASE_CONF
637,3660,加油蟹,RocoData??,source=PETBASE_CONF
638,3661,脆鸣鸟,RocoData??,source=PETBASE_CONF
639,3662,警卫鸟,RocoData??,source=PETBASE_CONF
640,3663,量风碗,RocoData??,source=PETBASE_CONF
641,3664,测风蝉,RocoData??,source=PETBASE_CONF
642,3665,丁丁猫,RocoData??,source=PETBASE_CONF
643,3666,猫山咪钥,RocoData??,source=PETBASE_CONF
644,3667,仙羽,RocoData??,source=PETBASE_CONF
645,3668,一点红,RocoData??,source=PETBASE_CONF
646,3669,念珠鹤,RocoData??,source=PETBASE_CONF
647,3670,蛐曲儿,RocoData??,source=PETBASE_CONF
648,3671,长翎将军,RocoData??,source=PETBASE_CONF
649,3672,曲鸣大将,RocoData??,source=PETBASE_CONF
650,3673,荆棘笼,RocoData??,source=PETBASE_CONF
651,3674,惩戒巨笼,RocoData??,source=PETBASE_CONF
652,3675,守夜烛,RocoData??,source=PETBASE_CONF
653,3676,流明坎德拉,RocoData??,source=PETBASE_CONF
654,3677,烟花团,RocoData??,source=PETBASE_CONF
655,3678,烟花伯爵,RocoData??,source=PETBASE_CONF
656,3679,蒸汽胖胖,RocoData??,source=PETBASE_CONF
657,3680,蒸汽胖可,RocoData??,source=PETBASE_CONF
658,3681,剪影影,RocoData??,source=PETBASE_CONF
659,3682,影子剪纸,RocoData??,source=PETBASE_CONF
660,3683,咕咕帽,RocoData??,source=PETBASE_CONF
661,3684,咕德帽帽,RocoData??,source=PETBASE_CONF
662,3685,幽冥狐,RocoData??,source=PETBASE_CONF
663,3686,魅惑狐仙,RocoData??,source=PETBASE_CONF
664,3687,丹凤蓝狐,RocoData??,source=PETBASE_CONF
665,3688,蔷薇茧,RocoData??,source=PETBASE_CONF
666,3689,具足秘剑,RocoData??,source=PETBASE_CONF
667,3690,问卜兽,RocoData??,source=PETBASE_CONF
668,3691,卜甲梦龟,RocoData??,source=PETBASE_CONF
669,3692,梦杯,RocoData??,source=PETBASE_CONF
670,3693,长生梦兽,RocoData??,source=PETBASE_CONF
671,3694,毛线虫,RocoData??,source=PETBASE_CONF
672,3695,梭织团团,RocoData??,source=PETBASE_CONF
673,3696,针织哼哼,RocoData??,source=PETBASE_CONF
674,3697,稻草人,RocoData??,source=PETBASE_CONF
675,3698,稻草守护者,RocoData??,source=PETBASE_CONF
676,3699,不香芋,RocoData??,source=PETBASE_CONF
677,3700,去污香芋,RocoData??,source=PETBASE_CONF
678,3701,嗜污香芋,RocoData??,source=PETBASE_CONF
679,3702,啄疫鸟,RocoData??,source=PETBASE_CONF
680,3703,瘟疫医鸟,RocoData??,source=PETBASE_CONF
681,3704,优优,RocoData??,source=PETBASE_CONF; desc=白天，它们竖起蓬松的尾巴，在沙地上蹦跳活动。夜里守在洞口放哨，尾尖亮起柔和的暖黄光，并用尾巴轻点地面，把消息无声地传给同伴。
682,3705,绒光优优,RocoData??,source=PETBASE_CONF; desc=进化后它们仍然毛绒绒、行动更显优雅敏捷，战斗时旋转腾挪如轻快战舞，发光的尾巴拖出一缕光丝带。它们警惕性极高，只需将尾巴贴地，便能感知远处的动静。
683,3706,蜜果骸,RocoData??,source=PETBASE_CONF
684,3707,半朽蜜果灵,RocoData??,source=PETBASE_CONF
685,3708,小鼓象,RocoData??,source=PETBASE_CONF
686,3709,巨鼓象,RocoData??,source=PETBASE_CONF
687,3710,咬咬小子,RocoData??,source=PETBASE_CONF
688,3711,胡桃王子,RocoData??,source=PETBASE_CONF
689,3712,封印守卫,RocoData??,source=PETBASE_CONF
690,3713,封印使者,RocoData??,source=PETBASE_CONF
691,3714,上古战龙,RocoData??,source=PETBASE_CONF
692,3715,格斗小七,RocoData??,source=PETBASE_CONF
693,3716,糖串串,RocoData??,source=PETBASE_CONF
694,3717,可烤汪,RocoData??,source=PETBASE_CONF
695,3718,足尖元件,RocoData??,source=PETBASE_CONF
696,3719,离心舞者,RocoData??,source=PETBASE_CONF
697,3720,松仔,RocoData??,source=PETBASE_CONF; desc=自由的精灵，初入森林的冒险者在见到松仔时总会放松警惕，甚至会尝试抚摸它角上的松果，而它总会跳跃着离开，似乎在与来者嬉戏。 太多雨水会让它们的松果湿漉漉的，需要?
698,3721,松叶羊,RocoData??,source=PETBASE_CONF; desc=身上总是有些湿润，带着森林中泥土和青草的味道。季节更换，它身上的树叶变得翠绿，松果因为成熟而爆裂。当冒险者们再次与它打招呼时，需要小心，不然会被羊蹄踹出几米远。
699,3722,针叶巡林,RocoData??,source=PETBASE_CONF; desc=来去如风，极少能看到它们的身影。 “所谓的规则像是藤蔓，又好像荆棘。被缠上时使人烦躁，被刺伤时让人疼痛。但规则也有如树干，在支撑着森林的生命——所谓自由，亦是?
700,3723,水滴蛇,RocoData??,"source=PETBASE_CONF; desc=“什么？如果遇到水滴蛇也不要害怕，它会逃跑？喂喂，你一定是读了旧的指南书对吧""。 ""最新的说法是，一定要礼貌地和它交流，回答它们关于知识的问题，否则就会受到它?"
701,3724,水蛇锁,RocoData??,source=PETBASE_CONF; desc=在洛克丝毫不会注意到的角落里，羽蛇悄悄靠近，没有半点声响。 它不贪婪，也不说谎。它的目的是汲取你的知识。用最为珍贵的知识与它交换，就能平安离开。否则，羽蛇对付?
702,3725,游蛇魔使,RocoData??,source=PETBASE_CONF; desc=炫彩的羽翼显示出它们与天空城有着不为人知的渊源。它是知识的守护者，也是智慧的卫士，传闻它们最初的使命早已失败，所以它们仍在守望，守望古老预言的认证，或是一段新?
703,3726,小勇狮,RocoData??,source=PETBASE_CONF; desc=还处于幼年体，周身环绕的暂时只是小火苗而已，但拥有远大的志向。 总有一天它们会长大，接受命运的安排，为了正义与秩序，燃烧自己的烈焰。
704,3727,炽焰狮,RocoData??,source=PETBASE_CONF; desc=人们的正义之心化为实体，形成熊熊烈焰，最终照亮城市中每一个阴暗的角落。 邪恶见到这光芒会四处遁逃，而市民们得以乘光前行。 ——《魔法学院都市安全法》
705,3728,炽心勇狮,RocoData??,source=PETBASE_CONF; desc=不休的守护者，用无私烈焰凌驾于契约之上，绝对正义才是支持这烈焰的力量源泉。 “让我见识看看吧，你的正义之心”它们的的神态仿佛这样说。
706,3729,猴唛仔,RocoData??,source=PETBASE_CONF; desc=不休的守护者，用无私烈焰凌驾于契约之上，绝对正义才是支持这烈焰的力量源泉。 “让我见识看看吧，你的正义之心”它们的的神态仿佛这样说。
707,3730,音碟吼,RocoData??,source=PETBASE_CONF; desc=不休的守护者，用无私烈焰凌驾于契约之上，绝对正义才是支持这烈焰的力量源泉。 “让我见识看看吧，你的正义之心”它们的的神态仿佛这样说。
708,3731,骨朵鸟,RocoData??,source=PETBASE_CONF; desc=不休的守护者，用无私烈焰凌驾于契约之上，绝对正义才是支持这烈焰的力量源泉。 “让我见识看看吧，你的正义之心”它们的的神态仿佛这样说。
709,3732,紫花雀,RocoData??,source=PETBASE_CONF; desc=不休的守护者，用无私烈焰凌驾于契约之上，绝对正义才是支持这烈焰的力量源泉。 “让我见识看看吧，你的正义之心”它们的的神态仿佛这样说。
710,3733,钨丝贝贝,RocoData??,source=PETBASE_CONF; desc=不休的守护者，用无私烈焰凌驾于契约之上，绝对正义才是支持这烈焰的力量源泉。 “让我见识看看吧，你的正义之心”它们的的神态仿佛这样说。
711,3734,辉光幕机,RocoData??,source=PETBASE_CONF; desc=不休的守护者，用无私烈焰凌驾于契约之上，绝对正义才是支持这烈焰的力量源泉。 “让我见识看看吧，你的正义之心”它们的的神态仿佛这样说。
712,3735,机墓方舟,RocoData??,source=PETBASE_CONF; desc=不休的守护者，用无私烈焰凌驾于契约之上，绝对正义才是支持这烈焰的力量源泉。 “让我见识看看吧，你的正义之心”它们的的神态仿佛这样说。
713,3736,炫光迪迪,RocoData??,source=PETBASE_CONF; desc=不休的守护者，用无私烈焰凌驾于契约之上，绝对正义才是支持这烈焰的力量源泉。 “让我见识看看吧，你的正义之心”它们的的神态仿佛这样说。
714,3737,​​霹雳迪迪,RocoData??,source=PETBASE_CONF; desc=不休的守护者，用无私烈焰凌驾于契约之上，绝对正义才是支持这烈焰的力量源泉。 “让我见识看看吧，你的正义之心”它们的的神态仿佛这样说。
715,3738,小怂猫,RocoData??,source=PETBASE_CONF; desc=不休的守护者，用无私烈焰凌驾于契约之上，绝对正义才是支持这烈焰的力量源泉。 “让我见识看看吧，你的正义之心”它们的的神态仿佛这样说。
716,3739,怒目怂猫,RocoData??,source=PETBASE_CONF; desc=不休的守护者，用无私烈焰凌驾于契约之上，绝对正义才是支持这烈焰的力量源泉。 “让我见识看看吧，你的正义之心”它们的的神态仿佛这样说。
717,3740,方方狐,RocoData??,source=PETBASE_CONF; desc=不休的守护者，用无私烈焰凌驾于契约之上，绝对正义才是支持这烈焰的力量源泉。 “让我见识看看吧，你的正义之心”它们的的神态仿佛这样说。
718,3741,狐脸擦擦,RocoData??,source=PETBASE_CONF; desc=不休的守护者，用无私烈焰凌驾于契约之上，绝对正义才是支持这烈焰的力量源泉。 “让我见识看看吧，你的正义之心”它们的的神态仿佛这样说。
719,3742,鸭吉吉,RocoData??,source=PETBASE_CONF; desc=它的眼皮开始打架，脑袋一点一点前倾——虽然随时能睡，但是也随时能醒。当你以为它睡着了，它能猛地抖翅，把自己从瞌睡里吓醒，大喊“嘎嘎——！”
720,3743,加油蟹,RocoData??,source=PETBASE_CONF
721,3744,火红尾,RocoData??,source=PETBASE_CONF; desc=午为烈火之马，丙在天为阳——当二者相遇，火红尾从赤云中探出，它来自东方，额前的火纹像初升之阳，鬃毛如飞天的飘带。东方的洛克会在春节把绘有火红尾纹样的灯笼挂于檐?
722,3745,雅丹鬃,RocoData??,source=PETBASE_CONF; desc=岁首更替，丙午是天地通明的光明之年，传闻雅丹鬃是光明的使者，会在新年的子夜仰首长嘶，声如裂帛，鬃毛化作飞天的流火长带，照得千里沙海通明。此时，万盏红灯同时亮起?
723,3746,雪影娃娃·春日,RocoData??,source=PETBASE_CONF; desc=周围有人遇险或呼救时，能极快的感受到对方的紧张和恐惧，并迅速出现施以援手。会使用褪下的绒毛仿照自己幼年外形做成标记带着，行为原因暂不可知，猜测可能是社交需求。
724,4005,圣水守护,RocoData??,source=PETBASE_CONF; desc=“无论是云中落下的一滴水，还是湖面中微风吹起的一道涟漪，都有她的身影。”
725,4006,烈火战神,RocoData??,source=PETBASE_CONF; desc=“在磨练中成长，在烈火中重生，用意志在战斗，用生命在燃烧，永远的火神。”
726,4007,叶冕魔力猫,RocoData??,source=PETBASE_CONF; desc=“每天尽情地吃可可果，和喜欢的小洛克一起冒险，是很开心的生活。”
727,4011,恶魔狼王,RocoData??,source=PETBASE_CONF; desc=恶魔狼王是由族群内的强者通过决斗产生，胜者会以舔舐败者额头的仪式，宣告新统治的建立，当族群遭遇强敌时，恶魔狼王会断后掩护，即便身负重伤也绝不退缩。
728,4012,鸭吉吉国王,RocoData??,source=PETBASE_CONF; desc=啪嗒啪嗒，鸭吉吉国王来了。那边的，别看怀表了，让时间听国王的；这边的毛太蓬松了，站紧实一点，别挡着国王的道了。嗯？还有你，既然来了我们鸭吉吉王国，记得要给过路?
729,4019,蹦蹦果,RocoData??,source=PETBASE_CONF; desc=手中的果实能将吸收的光能转化为能量，因此日照时间越长，果实积累的能量就越高。据野外观察记录，在日光、月光或特定魔法光环境下成熟的蹦蹦果，会呈现出明显不同的果香?
730,4020,千棘海针,RocoData??,source=PETBASE_CONF; desc=有少量报告称见到过如此奇异的精灵。似乎看一眼都会感觉到刺痛。 身形大过鸟类，尖刺利过刀刃。已经无法找到虫体本身。它们再也不用担心保护自己的问题了，反而是别的生?
731,4021,女王蜂,RocoData??,source=PETBASE_CONF; desc=只有最尊贵的蜂后能得到加冕，穿着金色的华美虫衣，有淡淡的花香味，女王蜂以信息素的方式向周围的蜂群传递自己的命令。
732,4022,奇丽果,RocoData??,source=PETBASE_CONF; desc=头顶结出了橙红色的果实，散发出甜腻的香味，小鸟精灵可能会被吸引。但贸然接近是得不到好果子吃的，它分泌的糖胶不仅黏还有毒，无声拒绝着每一个不速之客。
733,4050,首领-记忆石,RocoData??,source=PETBASE_CONF; desc=埋在土地里露出上半截，就像是石碑一样。通过扫描分析它所散发的波动，能窥见一点点王国百年前的历史。
734,4064,幻影荆棘,RocoData??,source=PETBASE_CONF; desc=拥有族群特有的魔法诱导型次生生长手臂，左臂与右臂化作两根巨大的带刺藤蔓，可以自主做出抓取、摆动等动作。远远看去，像三棵高低不同的枯树一起挪动。
735,4069,首领-锤头鹳,RocoData??,source=PETBASE_CONF; desc=三三两两地站在建筑的高处，有些神秘，被认为是王国的守护者。洛克靠近时，会发出尖锐刺耳的声音，头部奇怪的形状为工具设计提供了设计灵感。
736,4070,首领-火羽,RocoData??,source=PETBASE_CONF; desc=在空中飞翔的时候火焰也席卷全身，好像天空中划过一道火痕。和想象的不同，飞翔的力量更多来自它尾部喷射的火焰，而不是翅膀。
737,4071,首领-蒲公英,RocoData??,source=PETBASE_CONF; desc=三个可爱的小家伙簇拥着一团轻盈的绒球，绒球的内部构造不得而知。协同发力的话，能够随心所欲地借助风力飞往任何地方。
738,4072,迷嶂布莱克,RocoData??,source=PETBASE_CONF; desc=迷嶂布莱克的体型与山脉规模呈正相关，其骨骼密度可达普通岩石矿物的3倍以上，且骨骼内部存在类似蜂窝结构的减重设计——这种结构能在保持高承重能力的同时，减轻自身体?
739,4073,神谕鲨,RocoData??,source=PETBASE_CONF; desc=暴雨时，它将雨水储藏在身体中；干旱降至，它在半空挥舞翼膜，水分升空化作雾墙，再聚成雨云。“这一路上，跌跌撞撞，有时快乐，有时候感伤，可是它依然坚强，哪怕真的没?
740,4074,霜翼领主,RocoData??,source=PETBASE_CONF; desc=霜翼领主会在冬季的巡视领地，将空气中尚未凝结的水滴、冰晶吸附，收纳于羽翼之中。仅需再次振翅，就可以把羽翼中的低温能量快速释放，使区域的气温骤降。
741,4075,首领-罗隐,RocoData??,source=PETBASE_CONF; desc=身体中结晶脉络光滑透亮，十分坚硬，似乎是某种矿石。长着凶狠的样貌，揣着不知如何表达的善意，示好的时候会展示一下由石头构成的肌肉。
742,4076,伊里斯,RocoData??,source=PETBASE_CONF; desc=在黑暗中能够照亮周围，像神明一般圣洁而华丽。头顶的角除了攻击，还能施放出让人震撼的强大魔法冲击。
743,4077,噜噜,RocoData??,source=PETBASE_CONF; desc=体型又小又圆，眼睛周围生长着一层柔软绒毛。
744,4078,风暴战犬,RocoData??,source=PETBASE_CONF; desc=它的冠毛与尾巴像火焰一样摇曳，这代表它体内的火元素的热流外显。它的斗志一旦被点燃，会化作更强的火势与更可靠的压制力。
745,4079,钻石蜗,RocoData??,source=PETBASE_CONF; desc=极其稀少且强大的精灵，见到它时，洛克的第一反应不是抓起来，而是先停手——它的壳太硬，硬到任何挖掘工具碰到它都会立刻坏掉。凡是矿区附近有钻石蜗出现，都需要先报告?
746,4080,首领-瞌睡王,RocoData??,source=PETBASE_CONF; desc=比较难找到它的眼睛，主要靠鼾声来判断它是不是醒着。即使危险就在面前也能睡得香香的，或许是强大的体格给了它这样做的底气。
747,4081,首领-獠牙猪,RocoData??,source=PETBASE_CONF; desc=身躯看似圆润，但其实十分健壮灵活，拥有令人意想不到的爆发力，即使在冰天雪地里，也非常的有活力。
748,4082,首领-魔眷鸟,RocoData??,source=PETBASE_CONF; desc=似乎并非是自然产生的物种，对魔法的共鸣极强。根据调查统计结果来看，即使是野生的魔眷鸟也曾经有过契约者，怀疑是被制作出之后再放生的。
749,4083,黑猫密探,RocoData??,source=PETBASE_CONF; desc=拥有了在黑暗夜空中穿行的能力，据说它们能读取宇宙中所有星光的讯息，预知即将发生的危机。小洛克常常发现，当黑猫密探突然变得异常安静时，往往预示着某种变故即将来临。
750,4084,祭礼巨像,RocoData??,source=PETBASE_CONF; desc=它们是远古星象祭典的传承者，将观测到的星轨运行规律铭刻在体表，延续着文明的脉络，身上的古文字符号已超出当代洛克的认知范畴，无法被识别解读。
751,4085,雪影冰灵,RocoData??,source=PETBASE_CONF; desc=如果遇到了致命的危险，毛绒娃娃会变成巨大的兔精灵来保护主人。不要贸然靠近，不然它会非常生气。这时的它有明确的领地范围，喜欢用耳朵的香腺擦拭东西来划分地盘。如果?
752,4086,棋契陛下,RocoData??,source=PETBASE_CONF; desc=在棋盘最中央的格子是为它预留的王座，棋契陛下并非被雕刻，而是由黑白两色棋子在万夜轮转中自行对局而生，它不移动，却可以传令所有棋子。“当王棋离座，棋盘即终局；终?
753,4087,奇梦咪,RocoData??,source=PETBASE_CONF; desc=负责的喵老师为了让学生好好学习，想到了一种更直接的教学管理方式：只要有学生想溜出教室探头逃课，下一秒就会被它软乎乎却弹性十足的肚皮弹回座位。
754,4088,波普鹿,RocoData??,source=PETBASE_CONF; desc=每当它听见动感的旋律，体内电流便会随着节奏起伏变化，头顶电球忽闪忽闪照亮回家的路。波普鹿用尾巴打出轻缓的节拍，是它在表达愉快的心情。
755,4089,圣剑骑士,RocoData??,source=PETBASE_CONF; desc=永远不会停下的机械，被发现的时候伤痕累累，曾经被修复过很多次，修复后的身体仍然能发出的超过5000度的光焰。其身体内部刻着古代文字意为：熄灭不是终结，等待新生?
756,4090,伊兰龙,RocoData??,source=PETBASE_CONF; desc=当它舒展躯体时，水流沿鳞片纹路均匀铺展，使其外形兼具威慑力与神圣感，威严而不可侵犯。“在龙系精灵的历史中起到了关键的作用，一直默默地付出，很少有人知道他的存在?
757,4091,裘卡老师,RocoData??,source=PETBASE_CONF; desc=独自活动，高傲而优雅的生物。一生中只选择一只伴侣。据研究表明裘卡的体液都有剧毒，紧张时脚垫会分泌汗液，在地面上留下有剧毒的梅花形汗渍。
758,4092,首领-厉毒修萝,RocoData??,source=PETBASE_CONF; desc=翼上的毒棘由带有毒腺的骨骼生长而来，狩猎时常在暗处蹲守观察许久，找到时机后从棘刺中射出毒液使猎物昏迷，再飞速捕获。
759,4093,公平鸽,RocoData??,source=PETBASE_CONF; desc=第一、绝对不放过任何争执！ 第二、绝对不能因为睡过头晚到现场！ 第三、绝对要公正裁判！ 第四、绝对要在被双方驱逐之前做出判决。 ——《公平鸽的守则》
760,4094,琉璃君主,RocoData??,source=PETBASE_CONF; desc=身体的颜色会随心情变化，游动时非常漂亮。也因此被一些洛克用作装饰品或器皿。它长长的触手可以释放多种效果的攻击，被它的颜色变换吸引注意的话会很危险哦。
761,4095,饮雪狂兽,RocoData??,source=PETBASE_CONF; desc=只有当契约者死亡的时候才会寻找下一位契约者。假如原契约者活着，但它们必须更换契约者的话，可能会自我了结生命。魔法部认证的精灵契约经销商永远不会售卖和雪灵的契约。
762,4096,奇梦咪,RocoData??,source=PETBASE_CONF; desc=负责的喵老师为了让学生好好学习，想到了一种更直接的教学管理方式：只要有学生想溜出教室探头逃课，下一秒就会被它软乎乎却弹性十足的肚皮弹回座位。
763,4097,奇梦咪,RocoData??,source=PETBASE_CONF; desc=负责的喵老师为了让学生好好学习，想到了一种更直接的教学管理方式：只要有学生想溜出教室探头逃课，下一秒就会被它软乎乎却弹性十足的肚皮弹回座位。
764,4098,雪影冰灵,RocoData??,source=PETBASE_CONF; desc=如果遇到了致命的危险，毛绒娃娃会变成巨大的兔精灵来保护主人。不要贸然靠近，不然它会非常生气。这时的它有明确的领地范围，喜欢用耳朵的香腺擦拭东西来划分地盘。如果?
765,4099,雪影冰灵,RocoData??,source=PETBASE_CONF; desc=如果遇到了致命的危险，毛绒娃娃会变成巨大的兔精灵来保护主人。不要贸然靠近，不然它会非常生气。这时的它有明确的领地范围，喜欢用耳朵的香腺擦拭东西来划分地盘。如果?
766,4100,古齿帝牙,RocoData??,source=PETBASE_CONF
767,4101,暮风隐者,RocoData??,source=PETBASE_CONF
768,4102,淤泥乌泽,RocoData??,source=PETBASE_CONF
769,4103,卷发巨獭,RocoData??,source=PETBASE_CONF
770,5001,钻石蜗,RocoData??,source=PETBASE_CONF; desc=极其稀少且强大的精灵，见到它时，洛克的第一反应不是抓起来，而是先停手——它的壳太硬，硬到任何挖掘工具碰到它都会立刻坏掉。凡是矿区附近有钻石蜗出现，都需要先报告?
771,5002,彩虹独角兽,RocoData??,source=PETBASE_CONF; desc=彩虹独角兽的毛发可以随环境光线改变反射的波长，在不同角度呈现出彩虹般的绚丽色彩。它也是精灵种群中最为了解洛克的存在，友谊的力量会在彼此心中唤醒新的希望。
772,5003,叶冕魔力猫,RocoData??,source=PETBASE_CONF; desc=“每天尽情地吃可可果，和喜欢的小洛克一起冒险，是很开心的生活。”
773,5004,蹦蹦果,RocoData??,source=PETBASE_CONF; desc=手中的果实能将吸收的光能转化为能量，因此日照时间越长，果实积累的能量就越高。据野外观察记录，在日光、月光或特定魔法光环境下成熟的蹦蹦果，会呈现出明显不同的果香?
774,5005,奇丽果,RocoData??,source=PETBASE_CONF; desc=头顶结出了橙红色的果实，散发出甜腻的香味，小鸟精灵可能会被吸引。但贸然接近是得不到好果子吃的，它分泌的糖胶不仅黏还有毒，无声拒绝着每一个不速之客。
775,5006,鸭吉吉国王,RocoData??,source=PETBASE_CONF; desc=啪嗒啪嗒，鸭吉吉国王来了。那边的，别看怀表了，让时间听国王的；这边的毛太蓬松了，站紧实一点，别挡着国王的道了。嗯？还有你，既然来了我们鸭吉吉王国，记得要给过路?
776,5007,黑猫密探,RocoData??,source=PETBASE_CONF; desc=拥有了在黑暗夜空中穿行的能力，据说它们能读取宇宙中所有星光的讯息，预知即将发生的危机。小洛克常常发现，当黑猫密探突然变得异常安静时，往往预示着某种变故即将来临。
777,5008,迷嶂布莱克,RocoData??,"source=PETBASE_CONF; desc=迷嶂布莱克的体型与山脉规模呈正相关，其骨骼密度可达普通岩石矿物的3倍以上，且骨骼内部存在类似""蜂窝结构""的减重设计——这种结构能在保持高承重能力的同时，减轻自?"
778,5009,祭礼巨像,RocoData??,source=PETBASE_CONF; desc=它们是远古星象祭典的传承者，将观测到的星轨运行规律铭刻在体表，延续着文明的脉络，身上的古文字符号已超出当代洛克的认知范畴，无法被识别解读。
779,5010,圣水守护,RocoData??,source=PETBASE_CONF; desc=“无论是云中落下的一滴水，还是湖面中微风吹起的一道涟漪，都有她的身影。”
780,5011,神谕鲨,RocoData??,source=PETBASE_CONF; desc=暴雨时，它将雨水储藏在身体中；干旱降至，它在半空挥舞翼膜，水分升空化作雾墙，再聚成雨云。“这一路上，跌跌撞撞，有时快乐，有时候感伤，可是它依然坚强，哪怕真的没?
781,5012,千棘海针,RocoData??,source=PETBASE_CONF; desc=有少量报告称见到过如此奇异的精灵。似乎看一眼都会感觉到刺痛。 身形大过鸟类，尖刺利过刀刃。已经无法找到虫体本身。它们再也不用担心保护自己的问题了，反而是别的生?
782,5013,雪影冰灵,RocoData??,source=PETBASE_CONF; desc=如果遇到了致命的危险，毛绒娃娃会变成巨大的兔精灵来保护主人。不要贸然靠近，不然它会非常生气。这时的它有明确的领地范围，喜欢用耳朵的香腺擦拭东西来划分地盘。如果?
783,5014,霜翼领主,RocoData??,source=PETBASE_CONF; desc=传说霜翼领主会在冬季的末尾巡视领地，当它最后一次掠过雪线，天空便不再下雪——所有雪花都被它收进了冰蓝色的羽翼。只需一次振翅，零下五十度的寒潮便顺着羽脉倾泻，瞬?
784,5015,女王蜂,RocoData??,source=PETBASE_CONF; desc=只有最尊贵的蜂后能得到加冕，穿着金色的华美虫衣，有淡淡的花香味，女王蜂以信息素的方式向周围的蜂群传递自己的命令。
785,5016,恶魔狼王,RocoData??,source=PETBASE_CONF; desc=恶魔狼王是由族群内的强者通过决斗产生，胜者会以舔舐败者额头的仪式，宣告新统治的建立，当族群遭遇强敌时，恶魔狼王会断后掩护，即便身负重伤也绝不退缩。
786,5017,烈火战神,RocoData??,source=PETBASE_CONF; desc=“在磨练中成长，在烈火中重生，用意志在战斗，用生命在燃烧，永远的火神。”
787,5018,风暴战犬,RocoData??,source=PETBASE_CONF; desc=它的冠毛与尾巴像火焰一样摇曳，这代表它体内的火元素的热流外显。它的斗志一旦被点燃，会化作更强的火势与更可靠的压制力。
788,5019,幻影荆棘,RocoData??,source=PETBASE_CONF; desc=拥有族群特有的魔法诱导型次生生长手臂，左臂与右臂化作两根巨大的带刺藤蔓，可以自主做出抓取、摆动等动作。远远看去，像三棵高低不同的枯树一起挪动。
789,5020,波普鹿,RocoData??,source=PETBASE_CONF; desc=每当它听见动感的旋律，体内电流便会随着节奏起伏变化，头顶电球忽闪忽闪照亮回家的路。波普鹿用尾巴打出轻缓的节拍，是它在表达愉快的心情。
790,5021,圣剑骑士,RocoData??,source=PETBASE_CONF; desc=永远不会停下的机械，被发现的时候伤痕累累，曾经被修复过很多次，修复后的身体仍然能发出的超过5000度的光焰。其身体内部刻着古代文字意为：熄灭不是终结，等待新生?
791,5022,伊兰龙,RocoData??,source=PETBASE_CONF; desc=当它舒展躯体时，水流沿鳞片纹路均匀铺展，使其外形兼具威慑力与神圣感，威严而不可侵犯。“在龙系精灵的历史中起到了关键的作用，一直默默地付出，很少有人知道他的存在?
792,5023,棋契陛下,RocoData??,source=PETBASE_CONF; desc=棋盘最中央的格子是为它预留的王座，棋契陛下并非被雕刻，而是由黑白两色棋子在万夜轮转中自行对局而生，它不移动，却可以传令所有棋子。“当王棋离座，棋盘即终局；终局?
793,5024,奇梦咪,RocoData??,source=PETBASE_CONF; desc=负责的喵老师为了让学生好好学习，想到了一种更直接的教学管理方式：只要有学生想溜出教室探头逃课，下一秒就会被它软乎乎却弹性十足的肚皮弹回座位。
794,5025,圣光迪莫,RocoData??,source=PETBASE_CONF; desc=身体中蕴含着光之魔法的力量。有着光一般的勇气，无论什么情况下都会守护同伴。“这一次，带着梦想回来，这一次，带着光明回来，这一次带着无限的荣耀回来”。
795,5026,圣草迪莫,RocoData??,source=PETBASE_CONF; desc=身体中蕴含着草之魔法的力量。 有着草一般的坚韧，无论什么情况下都会守护同伴。
796,5027,圣火迪莫,RocoData??,source=PETBASE_CONF; desc=身体中蕴含着火之魔法的力量。有着火一样的热情，无论什么情况下都会守护同伴。
